i,score,my,my_sen,else,else_sen,nice,nice_sen,honest,honest_sen
853,3,3,0.1865,2,-0.3716,3,0.932,3,0.5423
854,3,3,0.9528,2,0.5176,3,0.9767,3,-0.7906
855,2,3,-0.9254,2,-0.3779,3,0.9551,2,0.5719
856,3,3,-0.5023,3,-0.7506,4,0.9482,3,-0.407
857,2,3,-0.7053,3,0.6808,3,0.9565,2,0.7814
858,3,3,0.9538,2,0.5423,3,0.7783,3,0.6124
859,3,3,0.7351,2,-0.1263,3,0.9505,3,0.7391
860,2,3,0.8735,2,-0.8979,3,0.9424,2,0.7958
861,2,2,-0.6131,2,-0.5423,3,0.9508,2,-0.8402
862,3,2,0.4404,2,-0.5499,3,-0.6751,2,0.8142
863,5,3,0.7579,2,-0.1901,3,0.9009,3,-0.4685
864,3,3,0.9559,2,0.0516,3,0.9449,2,0.7579
865,2,3,0.431,2,0.3182,4,0.9672,3,0.4908
866,3,3,0.7783,2,0.7845,3,0.9192,3,0.8442
867,4,3,0.6419,2,-0.5301,3,0.9243,3,0.34
868,3,2,-0.4215,2,-0.06,3,0.9523,2,0.0129
869,4,3,0.7814,3,0.919,4,0.296,3,0.9477
870,4,4,0.8834,3,0.297,4,0.8879,3,0.9246
871,5,3,0.7841,3,0.7391,4,0.9348,3,-0.5859
872,2,3,0.7738,2,-0.7906,3,0.9353,2,0.1687
873,3,3,0.8807,3,0.7582,3,0.8316,3,0.3583
874,1,2,0.6652,2,-0.8465,2,-0.6908,2,-0.7723
875,1,2,-0.7356,2,-0.4215,2,0.1326,2,0.0335
876,3,3,0.8481,3,-0.8274,4,0.6187,3,0.34
877,4,3,0.2023,3,-0.1045,3,0.9391,3,0.5439
878,1,2,0.4829,2,0.2846,3,0.9541,2,-0.7693
879,3,4,0.5346,4,0.0772,4,0.9442,4,0.7579
880,3,3,0.7876,3,-0.0258,3,0.8979,3,0.1875
881,2,3,-0.2023,2,-0.8047,3,0.9508,2,-0.8481
882,4,3,0.742,3,0.7462,3,0.9115,3,0.6361
883,3,3,0.7224,3,0.8624,4,0.9669,3,0.6124
884,2,2,0.8517,2,-0.6249,3,0.9649,2,0.6406
885,1,2,-0.5443,2,-0.8689,2,0.9329,2,-0.2625
886,3,3,0.7876,3,-0.1546,3,0.9423,2,-0.0405
887,2,3,-0.7184,3,0.4345,3,0.8221,2,-0.0258
888,2,3,0.5106,2,0.6808,3,0.9796,2,0.7774
889,4,3,0.7465,3,0.4588,3,0.9402,3,0.8517
890,2,2,0.7153,2,-0.8947,3,0.9846,2,0.255
891,1,3,-0.3182,2,-0.3911,3,0.9321,3,0.8955
892,3,2,0.6592,2,-0.7964,3,0.9698,2,0.718
893,3,2,0.6478,2,-0.951,3,0.9649,2,-0.9536
894,3,2,0.8151,3,-0.9246,3,0.9151,2,0.8017
895,2,2,0.765,2,-0.9126,3,0.9734,2,-0.8591
896,2,3,0.8807,3,0.7245,3,0.9778,3,0.9352
897,2,2,-0.7906,2,0.4015,3,0.9718,2,0.8279
898,3,4,0.8779,4,0.7906,4,0.836,3,0.9514
899,3,3,0.5994,3,-0.7698,3,0.8805,3,0.5432
900,2,3,0.8074,3,-0.8834,4,0.9589,3,0.823
901,3,2,-0.7869,2,-0.8618,3,0.8126,2,-0.4404
902,2,3,0.6124,3,0.8788,3,0.8834,3,0.8797
903,4,3,0.8957,2,-0.383,3,0.9366,3,0.8511
904,2,2,-0.8344,2,-0.626,2,-0.0414,2,-0.7003
905,2,3,0.891,2,-0.5302,3,0.8997,2,0.7899
906,2,2,0.882,2,0.8121,3,0.4019,2,0.7876
907,5,4,0.7506,3,0.9116,4,0.8221,3,0.8604
908,3,3,0.9088,2,0.7469,3,0.9297,3,0.81
909,4,3,0.8651,3,-0.9664,4,0.9672,3,-0.3818
910,3,3,-0.964,3,-0.1054,3,0.8802,3,-0.631
911,4,3,-0.7579,3,0.3392,4,0.9184,3,0.6697
912,5,3,-0.5423,2,-0.8591,4,0.6749,3,0.7845
913,3,3,0.4902,3,-0.3342,4,0.7351,3,0.9152
914,2,2,-0.3919,2,-0.4777,2,0.9611,2,-0.8807
915,4,3,0.875,3,0.4933,4,0.9894,3,0.8894
916,3,3,0.8402,3,-0.3818,4,0.926,3,0.9652
917,1,2,0.27,2,-0.0639,2,0.9065,2,0.2812
918,3,3,0.9439,2,-0.9513,3,0.5789,3,0.5927
919,2,3,0.8225,2,-0.9136,3,0.9613,2,-0.1039
920,2,3,0.7906,3,0.5927,4,0.6124,3,0.4678
921,3,3,0.9141,2,-0.6652,3,0.4215,3,-0.6757
922,5,3,0.7261,3,0.7526,4,0.5334,3,0.2382
923,2,3,0.4576,2,-0.6604,3,0.973,2,-0.1798
924,2,2,0.4174,2,-0.875,2,0.9778,2,-0.7402
925,1,3,0.8834,2,0.8047,3,0.9629,3,0.8763
926,2,3,-0.6059,3,0.5789,4,0.9508,3,0.3506
927,2,3,0.2657,2,0.5574,3,0.7079,3,-0.5499
928,4,3,0.8704,2,0.5915,3,0.6249,2,-0.4019
929,4,3,0.8957,2,-0.672,3,0.8072,3,0.1134
930,4,4,0.4703,4,0.3506,4,0.9633,4,-0.2617
931,2,3,0.7096,2,-0.5913,3,0.9745,3,-0.1901
932,1,2,-0.7054,2,-0.8628,2,0.746,2,0.175
933,2,2,-0.5023,2,-0.8,2,0.8622,2,-0.8378
934,1,2,-0.3612,2,-0.5116,3,0.9716,2,0.4588
935,3,3,0.6394,2,-0.8519,3,0.9411,3,-0.2263
936,2,2,-0.5873,2,-0.1389,3,0.7783,3,0.9348
937,2,2,0.8971,2,-0.2617,3,0.9078,3,0.2263
938,4,3,0.7227,2,-0.2641,3,0.9402,2,0.6123
939,4,3,0.836,3,-0.705,4,0.8513,3,-0.9413
940,2,2,-0.228,2,-0.3612,3,0.8964,2,0.5391
941,4,3,0.9136,3,-0.749,3,0.8789,3,0.8807
942,2,3,0.8397,3,-0.0023,3,0.9481,2,-0.3311
943,1,3,-0.1171,2,0.0772,3,0.7569,2,0.7818
944,3,3,0.4563,3,0.2242,3,0.9901,3,0.2617
945,4,3,0.7961,3,0.4588,4,0.8271,3,0.8994
946,2,3,0.742,3,-0.9016,3,0.9735,3,-0.296
947,4,3,0.9571,3,0.2846,4,0.9669,3,0.829
948,2,3,0.8074,3,-0.2975,4,0.9168,3,0.6164
949,4,3,0.8729,3,-0.5584,4,0.7906,3,0.9631
950,2,3,-0.3612,3,0.8514,3,0.7457,3,0.7576
951,3,3,-0.128,3,-0.2886,3,0.9516,2,-0.721
952,4,3,0.3556,2,-0.6956,3,0.9548,3,0.128
953,5,3,0.5927,3,0.9313,3,0.9257,3,0.7092
954,2,3,0.6124,3,0.3101,3,0.6705,3,0.8625
955,3,4,0.867,3,0.0763,4,0.9627,3,-0.5994
956,3,3,-0.0772,2,0.7808,3,0.9537,3,0.3506
957,3,3,0.7976,3,0.631,3,0.8098,3,0.5688
958,4,3,0.5059,3,0.952,3,0.91,3,-0.057
959,3,3,0.5346,3,-0.6563,4,0.6808,3,0.5267
960,4,3,0.8925,3,0.296,3,0.9682,3,0.3716
961,2,3,0.7847,2,0.6808,3,0.9118,3,0.8072
962,2,3,0.9274,2,0.0211,3,0.967,3,0.9038
963,3,3,-0.705,3,0.7845,3,0.969,3,0.8496
964,3,3,0.714,3,-0.3314,3,0.9445,3,0.9926
965,4,3,0.8225,3,0.8271,3,0.9612,3,0.3818
966,2,3,0.7003,2,-0.8271,3,0.8269,2,-0.6661
967,3,3,-0.2144,2,-0.8519,3,0.8834,2,-0.6249
968,2,3,0.7391,3,0.7398,4,0.802,3,0.7227
969,5,4,0.6705,4,0.8802,4,0.5574,3,0.778
970,2,3,-0.5513,2,0.0772,3,0.8442,2,-0.6003
971,2,2,-0.9083,2,-0.078,3,0.7447,2,-0.6597
972,4,3,0.9377,2,-0.2263,3,0.9492,3,-0.191
973,3,3,-0.1739,2,-0.6486,3,0.9467,2,-0.1548
974,4,3,0.9144,2,0.7351,3,0.9935,3,0.0121
975,2,2,-0.5859,2,-0.8107,3,0.9151,2,-0.4215
976,2,3,0.6519,2,-0.433,4,0.9285,3,0.9739
977,6,4,0.296,3,-0.0258,4,0.9446,3,0.8126
978,4,2,-0.6471,2,-0.95,3,0.8046,2,0.5175
979,4,3,-0.1329,3,-0.1779,3,0.9481,3,-0.7624
980,3,2,0.8055,2,-0.7786,3,0.8221,3,0.9606
981,3,3,0.2814,3,0.0102,3,0.8788,2,0.7257
982,2,2,-0.899,2,-0.98,3,0.8572,2,-0.8689
983,4,3,0.4588,2,0.34,3,0.8999,3,0.5955
984,3,3,0.8074,3,0.9345,4,0.9471,3,0.9299
985,4,4,0.872,3,0.8807,3,0.6808,3,0.6249
986,3,3,-0.7102,3,0.2617,3,0.9759,3,0.9108
987,2,3,0.4659,3,-0.6124,4,0.9716,3,0.1027
988,5,3,0.6369,3,-0.6124,3,0.7175,3,0.8508
989,4,4,0.6757,4,0.6597,4,0.891,4,0.34
990,3,3,0.9231,3,0.6231,4,0.8225,4,0.6597
991,2,3,0.5423,2,-0.9101,3,0.9484,2,-0.8182
992,2,2,-0.1901,2,-0.6486,2,0.9413,2,-0.7906
993,3,2,-0.7259,2,-0.4599,3,0.8481,2,0.9572
994,3,3,0.8095,3,0.7612,3,0.9231,3,0.9601
995,1,2,-0.4443,2,-0.2944,3,-0.7381,2,-0.7783
996,2,2,0.6798,2,-0.2037,3,0.9594,2,0.2072
997,4,3,0.8536,3,0.0846,3,0.8121,3,-0.0772
998,3,4,0.6486,3,0.4497,4,0.9537,3,0.7351
999,3,3,0.2263,3,-0.3521,3,0.85,3,-0.287
1000,2,3,-0.7008,2,-0.9575,3,0.9042,2,0.5191
1001,3,3,-0.5927,2,0.5719,3,0.8816,2,-0.7783
1002,2,2,-0.5279,2,-0.2278,3,0.7964,2,-0.9267
1003,3,3,0.25,3,0.1935,3,0.8173,3,0.6124
1004,2,3,0.8481,3,-0.9085,3,0.8467,3,0.9217
1005,2,3,0.8779,2,-0.3491,3,0.9656,2,-0.9209
1006,3,3,-0.8402,2,0.1531,3,0.8918,3,0.7391
1007,1,2,0.0258,2,0.5984,3,0.9392,2,0.4215
1008,3,4,0.8294,3,-0.8238,4,0.9317,3,0.7674
1009,2,3,0.8979,3,-0.1531,4,0.9921,3,0.7717
1010,2,2,0.5704,2,0.2718,3,0.9761,2,-0.6628
1011,2,3,0.1779,3,0.7809,3,0.6953,3,-0.5647
1012,3,4,0.9086,3,0.8271,4,0.9079,3,0.8269
1013,3,3,0.7463,3,0.8573,3,0.91,3,0.8467
1014,2,2,0.0772,2,-0.8613,2,-0.7808,2,-0.7427
1015,3,3,0.6486,2,0.0516,3,0.9544,3,0.1243
1016,2,2,-0.25,2,-0.7703,3,0.9336,2,-0.6709
1017,3,2,-0.3395,2,-0.5116,3,0.9465,2,-0.6067
1018,3,2,0.0918,2,-0.3736,3,0.9544,2,-0.9231
1019,3,3,0.8991,3,0.9356,3,0.9653,3,0.8266
1020,4,3,-0.7847,3,-0.8781,3,0.8702,3,-0.3042
1021,2,3,0.7184,2,-0.4912,3,0.525,2,0.802
1022,2,3,0.7096,3,0.2023,4,0.9134,3,0.3612
1023,2,3,0.8055,2,-0.6249,3,0.9732,2,-0.0938
1024,1,2,0.1779,2,-0.7622,3,0.8856,2,-0.9757
1025,4,3,0.8834,3,0.09,4,0.3612,3,0.9402
1026,3,3,0.5023,3,0.9042,3,0.9374,3,0.8519
1027,2,3,0.5267,2,-0.9383,3,0.6658,3,0.9135
1028,4,4,0.8934,3,0.7929,3,0.9143,3,0.9595
1029,3,3,-0.2951,2,-0.9209,3,0.8497,2,-0.944
1030,4,3,0.8294,3,0.76,4,0.7574,3,0.7964
1031,2,3,0.3612,2,-0.5116,3,0.9648,3,0.5706
1032,4,3,0.2023,3,0.6369,3,0.9627,3,0.3612
1033,2,3,-0.5367,2,0.8337,3,0.933,3,0.5346
1034,3,4,0.6597,3,0.7845,4,0.1027,4,0.9701
1035,3,2,0.7184,2,-0.742,3,0.9663,2,-0.7969
1036,2,3,0.9645,2,0.048,3,0.9701,3,0.653
1037,2,3,0.9312,2,-0.1779,3,0.9523,3,0.8998
1038,2,3,0.6428,3,0.2263,4,0.9381,3,0.2716
1039,4,4,0.8173,3,-0.0129,4,0.9816,4,0.9625
1040,2,3,0.8551,2,-0.6249,4,0.9468,3,0.8068
1041,2,3,0.7351,2,-0.3182,3,0.6036,2,0.351
1042,3,3,0.9509,2,0.7227,3,0.9236,2,-0.5279
1043,2,3,0.3071,3,0.8225,3,0.9583,3,0.802
1044,4,2,-0.8424,2,-0.2034,3,0.9298,2,-0.9757
1045,4,3,0.7876,3,-0.8957,3,0.507,3,0.4932
1046,3,3,0.9127,3,-0.2641,3,0.893,3,-0.3007
1047,3,4,0.5423,3,0.1406,3,0.8381,3,0.1655
1048,4,3,0.9093,3,0.1022,4,0.9715,3,0.9527
1049,2,3,0.6411,2,-0.8074,3,0.902,2,0.6587
1050,3,3,-0.8074,3,0.882,4,0.872,3,0.9467
1051,3,3,0.9001,3,0.7506,4,0.9657,4,0.8045
1052,2,2,-0.0954,2,-0.9014,3,0.7321,2,-0.9418
1053,3,3,0.9065,3,0.6486,3,0.9118,3,-0.1027
1054,3,4,0.7311,3,-0.9233,4,0.7804,3,0.8122
1055,3,3,0.8885,2,0.0749,3,0.9577,2,-0.4516
1056,3,3,0.749,2,0.2846,3,0.9471,3,0.0422
1057,3,3,0.9069,3,0.7349,4,0.8885,3,0.5709
1058,2,3,0.8332,3,-0.3718,3,0.9134,3,0.4672
1059,2,3,0.8662,2,-0.8565,3,0.948,2,-0.9737
1060,3,3,0.6705,2,-0.9468,3,0.8883,2,0.9274
1061,2,2,0.899,2,-0.3506,3,0.9134,3,0.8885
1062,5,3,0.0772,3,-0.705,4,0.8268,3,0.8792
1063,4,3,0.8802,3,0.0516,3,0.9724,4,0.7391
1064,4,3,0.7175,3,0.8355,3,0.7463,3,0.7904
1065,3,2,0.7575,2,-0.9151,3,0.9286,3,0.9371
1066,2,3,-0.4046,3,0.802,4,0.784,3,0.8658
1067,4,3,0.8807,3,0.85,3,0.7964,3,0.9751
1068,4,4,0.765,3,0.836,4,0.9393,4,0.8516
1069,1,2,-0.688,2,0.6936,3,0.9466,2,-0.1025
1070,3,3,0.9294,3,-0.4215,4,0.9791,3,0.9178
1071,3,3,0.7964,3,0.0772,4,0.6597,3,0.902
1072,4,4,0.6757,3,-0.3549,4,0.5574,4,0.6757
1073,5,3,0.8979,4,0.0772,4,0.9337,3,0.2014
1074,3,3,0.8943,3,0.1258,3,0.926,3,0.9792
1075,2,2,0.2617,2,0.3822,2,0.9712,2,-0.7927
1076,2,3,-0.088,3,-0.6369,3,0.4019,3,0.9021
1077,4,4,0.8055,4,0.7684,4,0.6956,4,0.4678
1078,3,3,0.6808,2,0.8478,3,0.8122,3,0.4109
1079,3,3,0.2732,2,0.6652,3,0.9708,3,0.8932
1080,5,4,0.6249,4,0.9528,4,0.8735,4,0.5423
1081,3,3,0.802,2,-0.6256,3,0.7983,2,0.7624
1082,1,3,0.9427,3,0.359,3,0.9552,3,0.7096
1083,4,3,0.8243,2,0.8671,3,0.9258,3,0.9708
1084,3,4,0.8117,3,0.8326,4,0.9896,3,0.9781
1085,2,3,0.7351,2,-0.8825,3,0.9118,3,0.8858
1086,5,3,0.6361,3,-0.1709,3,0.7707,3,0.9153
1087,2,3,-0.1027,2,0.296,3,0.9041,3,-0.9309
1088,1,2,-0.8299,2,-0.2469,3,0.9324,2,0.6597
1089,3,3,0.7351,2,-0.9574,3,0.807,3,-0.015
1090,2,2,-0.0644,2,0.467,3,0.9246,2,0.128
1091,3,4,0.9089,4,0.2023,4,0.9392,3,0.9561
1092,4,3,0.9359,3,-0.7464,3,0.8881,3,0.875
1093,4,4,0.5423,4,0.875,4,0.9337,4,0.8402
1094,3,3,0.9136,2,-0.3703,3,0.8016,3,0.9354
1095,3,3,0.6956,2,-0.9113,3,0.9577,3,0.9253
1096,2,3,0.836,2,0.4489,2,0.7212,2,-0.1436
1097,5,4,0.7906,5,0.8621,4,0.7771,4,0.9732
1098,4,4,0.8653,3,0.1145,4,0.4939,4,0.7693
1099,2,2,0.8158,2,0.8548,3,0.982,2,-0.3506
1100,2,2,-0.6428,2,-0.5267,2,0.8997,2,-0.8658
1101,3,3,0.5927,3,-0.3506,3,0.8481,3,0.8879
1102,2,2,0.575,2,-0.9559,3,0.953,2,-0.7655
1103,2,2,0.5023,2,-0.8766,3,0.8555,3,0.4848
1104,4,3,0.9286,3,-0.2144,3,0.836,3,0.4206
1105,4,3,0.8976,2,-0.743,3,0.926,3,0.8995
1106,3,3,0.8462,3,-0.1664,4,0.9952,3,0.7482
1107,6,3,0.8481,4,0.5994,4,0.7992,3,0.9334
1108,2,3,-0.1938,3,0.5267,4,0.9273,3,0.875
1109,4,3,0.4754,3,-0.5118,3,0.9359,3,0.899
1110,3,2,0.6796,2,-0.6905,3,0.9624,3,0.6124
1111,2,3,-0.0772,2,-0.7809,3,0.7681,2,0.796
1112,2,3,0.8381,3,0.1505,4,0.9747,3,0.3377
1113,4,4,0.902,5,0.8225,4,0.9756,4,0.9525
1114,3,2,-0.8591,2,-0.8722,2,0.8818,2,0.4588
1115,3,2,0.9238,2,-0.9128,3,0.9167,3,-0.5282
1116,1,3,0.7096,2,-0.0711,3,0.8668,3,0.9079
1117,4,3,0.4019,2,-0.8275,3,0.9661,3,0.9176
1118,3,2,0.8625,2,-0.4232,3,0.9384,2,0.4377
1119,3,3,0.7932,2,-0.0395,3,0.9729,3,0.4565
1120,3,3,0.8735,2,-0.9163,3,0.9097,2,0.7964
1121,3,3,0.9267,2,-0.8181,3,0.9786,3,-0.863
1122,2,2,0.3716,2,-0.8387,2,0.1727,2,0.7684
1123,3,3,0.1263,3,-0.9525,3,0.9087,3,0.6997
1124,2,2,0.6249,2,-0.1043,3,0.9041,2,0.8945
1125,2,2,0.2716,2,-0.8792,3,0.9455,2,0.908
1126,4,3,0.384,3,0.4019,4,0.9756,3,0.97
1127,3,3,0.0522,3,-0.925,3,0.8624,3,-0.1677
1128,2,3,0.9079,3,-0.6754,3,0.6124,2,-0.6661
1129,3,3,0.8687,3,0.2175,3,0.8655,3,0.6443
1130,3,3,0.7543,2,-0.7788,3,0.9601,3,0.4336
1131,3,3,0.3716,3,0.6908,3,0.969,3,0.1531
1132,3,2,-0.1181,2,-0.8176,3,0.9524,2,-0.6249
1133,2,3,0.6956,2,-0.8516,3,0.9834,2,0.8874
1134,3,2,0.0772,2,0.0387,3,0.9722,2,-0.1779
1135,2,3,0.7829,3,-0.1039,3,0.8553,3,-0.2901
1136,2,2,-0.34,2,0.4215,3,0.939,3,0.6176
1137,2,3,0.4588,2,0.2187,3,0.8172,2,-0.8054
1138,2,2,0.751,2,-0.9339,3,0.9515,2,-0.8724
1139,3,3,-0.0159,2,-0.8724,3,0.7351,2,0.6849
1140,3,3,0.7389,3,0.7325,4,0.938,3,0.9714
1141,4,3,0.5927,3,0.5574,3,0.9697,3,0.9209
1142,3,2,-0.4118,2,-0.8381,3,0.931,2,0.631
1143,3,2,-0.9127,2,-0.9081,3,0.9668,2,-0.7003
1144,2,2,-0.6059,2,-0.4939,3,0.8201,2,-0.6209
1145,3,3,0.9201,3,0.4883,4,0.9551,3,0.6705
1146,2,3,0.8176,3,0.8625,4,0.8885,3,0.8016
1147,3,3,-0.2023,3,-0.4033,3,0.9421,2,0.6956
1148,2,3,0.9301,2,-0.8958,3,0.3367,2,-0.8402
1149,2,3,0.6597,2,0.1479,3,0.7348,3,-0.4417
1150,4,3,0.6424,3,-0.936,3,0.4574,3,-0.2023
1151,2,2,-0.8147,2,-0.899,3,0.9617,2,-0.1298
1152,1,2,-0.7759,2,0.25,2,0.6928,2,-0.1174
1153,2,2,-0.7742,2,0.7867,3,0.7096,2,0.9723
1154,2,2,0.7655,2,-0.7579,3,0.8761,2,0.8822
1155,4,3,-0.2732,2,-0.9759,3,0.9468,3,-0.1531
1156,2,2,0.5719,2,-0.5994,3,0.9484,2,-0.9437
1157,4,4,0.802,4,0.7717,4,0.9652,4,0.937
1158,2,2,0.8885,2,-0.9062,2,0.9777,2,0.6115
1159,6,4,0.6808,3,0.9169,4,0.9451,3,0.9705
1160,4,4,0.5714,4,-0.5528,4,0.9544,4,0.9147
1161,3,3,0.0387,3,0.2838,3,0.9087,3,-0.1404
1162,3,3,-0.1655,2,-0.8316,3,0.9681,2,-0.296
1163,2,3,0.7227,3,-0.5888,3,0.4019,3,0.9422
1164,4,3,0.8225,3,0.7876,4,0.9746,3,0.7491
1165,2,3,0.121,2,0.4742,3,0.942,2,-0.1163
1166,4,3,-0.431,3,0.1879,3,0.3182,2,0.8516
1167,5,3,0.875,3,-0.9186,3,0.9412,3,-0.2748
1168,3,3,0.802,3,-0.4075,4,0.9209,3,0.9526
1169,4,4,0.937,3,-0.0285,4,0.6956,3,0.9577
1170,4,4,0.7351,3,0.8519,4,0.9265,3,0.9422
1171,4,4,0.5994,4,0.4118,4,0.9287,3,0.7876
1172,3,3,0.9425,3,0.3197,3,0.945,2,0.0629
1173,3,3,0.743,3,-0.7538,3,0.8674,3,-0.8181
1174,2,3,0.904,2,-0.4836,3,0.836,3,-0.7318
1175,4,3,0.7635,4,0.8779,4,0.8999,3,0.9184
1176,2,2,0.7427,2,0.7565,3,0.9496,2,0.52
1177,4,4,0.8555,4,0.6428,4,0.8748,4,0.128
1178,2,2,0.9258,2,-0.9789,3,0.946,3,0.7822
1179,2,2,0.7808,2,-0.6968,3,0.8569,3,0.87
1180,3,3,0.7003,2,-0.8625,4,0.9455,3,0.8878
1181,3,3,0.705,3,0.6249,3,0.9459,3,0.7717
1182,5,3,0.4242,3,0.5301,4,0.7003,3,0.7615
1183,2,3,0.6597,2,0.7264,3,0.8856,3,0.965
1184,2,3,-0.0285,2,0.3071,3,0.9245,3,0.6187
1185,2,3,0.4588,2,-0.9011,3,0.8268,2,0.796
1186,2,3,0.7615,2,0.1531,3,0.8481,2,0.4201
1187,3,3,0.4939,2,-0.3101,3,0.9476,3,0.8858
1188,4,3,0.8689,3,-0.34,4,0.9669,3,0.7311
1189,3,3,0.8271,3,0.4767,3,0.9797,3,0.826
1190,4,3,0.8225,3,-0.4416,3,0.8214,3,0.9509
1191,5,4,0.8126,3,0.8151,4,0.9031,3,0.9337
1192,2,2,0.4751,2,-0.8812,2,0.9056,2,-0.5941
1193,3,3,0.906,2,-0.896,3,0.9097,3,-0.6136
1194,3,2,0.8658,2,-0.8673,3,0.8096,3,-0.7058
1195,1,2,0.9237,2,-0.6484,2,0.1011,2,0.8394
1196,3,3,0.8641,2,0.0772,3,0.9179,2,-0.3626
1197,4,4,0.34,3,-0.9044,3,0.8588,3,0.8373
1198,4,3,0.9099,4,-0.7209,4,0.9548,3,-0.5732
1199,2,3,-0.4215,3,0.7609,4,0.9201,3,0.5423
1200,3,2,0.8591,2,-0.7154,3,0.8176,2,0.5849
1201,5,3,0.8658,3,0.7258,4,0.6416,3,0.5902
1202,2,3,0.3262,3,0.9318,3,0.6124,3,0.7036
1203,3,3,0.7131,2,0.7615,3,0.9106,3,0.8911
1204,2,3,-0.6652,2,0.1027,3,0.973,2,-0.6508
1205,3,3,-0.7351,2,-0.2817,3,0.9412,2,0.0484
1206,4,3,0.0258,3,-0.6821,4,0.7351,3,0.8108
1207,5,4,0.7717,4,0.9081,4,0.9325,4,0.6858
1208,4,3,0.7351,3,0.6858,4,0.9501,3,0.0258
1209,4,4,0.7684,3,0.34,4,0.7096,3,0.8722
1210,2,3,0.9169,3,0.7811,3,0.902,3,0.352
1211,4,3,0.8225,3,0.6908,4,0.9485,3,0.8207
1212,4,4,0.7935,4,0.9081,4,0.8175,3,0.8573
1213,3,3,0.9386,4,0.9081,3,0.7841,3,0.764
1214,3,3,0.7615,2,-0.5719,3,0.771,3,-0.8363
1215,2,2,0.9081,2,-0.3261,3,0.8248,2,-0.0342
1216,2,2,0.6865,2,0.27,3,0.8384,2,0.3274
1217,5,4,0.9031,4,0.802,4,0.9854,3,0.8545
1218,4,2,-0.7788,2,-0.9514,3,0.8684,2,-0.8576
1219,3,2,0.3919,2,-0.2746,3,0.5736,2,0.6673
1220,3,3,0.2023,3,0.2926,3,0.7602,3,0.8885
1221,4,3,-0.743,2,-0.7845,3,0.2732,3,-0.6124
1222,5,4,0.4939,4,0.5187,4,0.9224,3,0.4215
1223,3,3,0.8126,2,-0.6652,4,0.9678,3,0.9348
1224,3,3,0.8286,4,0.5859,4,0.8779,3,0.9823
1225,3,4,0.9765,4,0.7906,4,0.9306,4,0.9459
1226,2,3,-0.7781,3,-0.0387,3,0.9412,3,0.9524
1227,4,4,0.7748,4,0.9272,4,0.9539,4,0.872
1228,4,3,0.1263,2,0.4404,3,0.5423,2,0.5413
1229,4,2,0.0129,2,-0.5994,3,0.9228,3,-0.4325
1230,4,3,0.6542,2,0.0129,3,0.7543,3,0.4767
1231,2,2,-0.1891,2,-0.6369,3,0.8762,3,-0.2152
1232,1,2,-0.1783,2,-0.3291,3,0.9347,2,0.1833
1233,3,3,0.9392,3,-0.6486,3,0.959,2,0.4751
1234,2,2,-0.957,2,-0.8126,3,0.8266,2,-0.6664
1235,2,3,0.8352,2,-0.2285,3,0.5255,3,-0.128
1236,3,2,-0.8487,2,-0.9314,3,0.9651,2,-0.8779
1237,3,3,0.2846,3,0.5789,3,0.9823,3,0.4328
1238,4,3,0.8975,3,0.775,4,0.3506,3,0.9299
1239,5,3,0.8518,3,-0.0357,3,0.8309,3,-0.0772
1240,3,2,-0.9044,2,-0.4404,3,0.9611,2,-0.5784
1241,1,2,0.598,2,-0.8644,3,0.9732,2,-0.5432
1242,3,2,-0.25,3,0.9143,3,0.743,3,0.8686
1243,2,2,0.3182,2,-0.8807,3,0.8268,3,-0.5288
1244,3,4,0.8402,3,0.2724,4,0.9519,3,0.7474
1245,3,3,0.4497,3,0.6908,3,0.8373,3,0.8919
1246,2,3,0.3182,2,0.2617,3,0.96,3,0.1352
1247,3,4,0.7351,3,0.9418,4,0.891,3,0.7873
1248,4,3,0.5994,3,0.1154,3,0.872,3,0.9136
1249,1,2,0.7461,2,-0.2714,3,0.9136,3,0.8445
1250,4,4,-0.0258,3,0.6369,4,0.5994,3,0.9062
1251,2,3,0.7003,2,-0.6124,3,0.948,2,0.9711
1252,3,3,0.7937,3,0.6124,3,0.9334,2,-0.228
1253,2,3,0.8349,2,-0.9056,2,0.9501,2,0.6479
1254,4,3,0.8263,3,0.4939,4,0.9371,3,0.5267
1255,1,2,0.0387,2,-0.2173,3,0.7498,2,0.7964
1256,4,3,0.8519,3,0.0738,3,0.8788,3,0.4588
1257,2,3,0.7906,2,-0.0544,3,0.9382,3,0.9601
1258,2,3,0.946,2,-0.2086,3,0.9661,2,0.3359
1259,3,3,0.8151,3,0.7003,4,0.9564,3,0.9501
1260,3,3,0.3071,3,-0.9297,3,0.836,3,0.8986
1261,2,2,0.9107,2,-0.7195,3,0.9705,2,-0.6908
1262,2,2,-0.7189,2,-0.7717,2,0.7254,2,-0.6452
1263,4,3,0.2716,3,0.5341,4,0.7227,3,0.6989
1264,2,3,0.9371,3,-0.8462,4,0.68,3,0.8439
1265,3,4,0.5023,4,0.6808,4,0.7712,4,0.8402
1266,3,3,0.4939,2,0.4751,3,0.8884,3,-0.4939
1267,3,2,0.9627,2,-0.1546,3,0.8669,2,-0.9628
1268,4,3,0.1016,2,-0.3818,3,0.61,3,-0.935
1269,3,2,-0.4215,2,-0.7817,3,0.9622,2,-0.5258
1270,5,3,-0.5267,3,-0.5849,4,0.9431,3,-0.3818
1271,4,3,0.8357,3,-0.9401,3,0.908,3,-0.0009
