i,score,my,my_sen,else,else_sen,nice,nice_sen,honest,honest_sen
849,3,3,0.967,3,-0.2853,3,0.9595,3,0.9245
850,3,3,0.8906,3,-0.2983,4,0.9617,3,-0.1163
851,2,2,-0.6908,2,-0.3182,2,0.391,2,-0.9187
852,3,4,0.9392,3,0.6956,4,0.9367,3,0.9239
853,3,3,0.8413,3,-0.0387,3,0.991,2,-0.2563
854,3,3,0.34,3,0.3384,3,0.9769,2,0.7845
855,2,3,0.4767,2,-0.7351,3,0.9928,3,0.8691
856,3,3,0.9552,3,0.1298,3,0.9571,3,0.765
857,2,3,0.9453,2,-0.885,3,0.9239,3,0.9721
858,3,3,-0.296,3,-0.6333,3,0.9144,2,0.803
859,3,3,0.4118,2,-0.4948,3,0.9247,2,0.2263
860,2,3,0.875,3,-0.5732,3,0.9403,2,0.5023
861,2,2,-0.9074,2,-0.8649,2,0.9568,2,-0.2292
862,3,2,0.8271,2,-0.5513,3,0.9493,2,-0.7545
863,5,3,0.847,3,0.3545,3,0.9654,2,-0.2124
864,3,3,-0.4588,2,-0.7351,3,0.9371,3,-0.3506
865,2,3,0.4293,3,0.0633,3,0.9531,3,0.8607
866,3,3,0.3182,2,-0.8911,3,0.9144,3,0.8893
867,4,3,-0.9012,2,-0.9677,3,0.8187,2,-0.7693
868,3,2,0.7722,2,-0.2638,3,0.8221,2,0.3114
869,4,3,0.8433,3,-0.1254,4,0.9735,3,0.3484
870,4,3,0.7178,3,0.024,3,0.9657,3,0.5616
871,5,3,0.7096,3,-0.9316,4,0.8885,3,0.9116
872,2,3,0.7543,2,0.6166,2,0.7717,2,0.9406
873,3,3,-0.34,3,0.6597,3,0.9485,2,-0.6818
874,1,2,0.6808,2,-0.7235,3,0.9244,2,-0.6705
875,1,2,0.5574,2,-0.3995,3,-0.0129,3,-0.6904
876,3,3,0.659,3,-0.761,4,0.8223,3,0.9223
877,4,3,0.4399,2,-0.0493,4,0.9516,3,0.975
878,1,3,0.5577,2,-0.5267,3,0.9072,2,-0.3226
879,3,5,0.9524,3,0.6369,4,0.8074,3,0.9186
880,3,3,0.6369,3,0.7096,4,0.9325,3,0.9377
881,2,2,-0.7119,2,-0.8131,3,0.9828,2,0.9062
882,4,3,-0.4404,3,0.3071,3,0.9817,3,0.3086
883,3,3,0.9476,3,0.9233,3,0.9755,3,0.7579
884,2,2,-0.554,2,-0.9011,2,0.9799,2,-0.8467
885,1,2,0.1083,2,0.8526,2,0.8705,2,-0.6369
886,3,3,0.9402,3,-0.947,3,0.9816,3,0.9616
887,2,3,0.7186,2,-0.34,3,0.7003,2,-0.0613
888,2,2,-0.5597,2,-0.7305,2,0.6033,2,-0.7648
889,4,3,0.5106,3,-0.0285,4,0.9493,3,0.5563
890,2,3,0.2273,2,-0.4397,3,0.9392,3,-0.3919
891,1,2,0.2718,2,-0.0572,2,0.8934,2,-0.4618
892,3,3,0.7351,2,-0.0023,3,0.7666,2,0.6419
893,3,3,-0.9085,2,-0.9014,3,0.8968,2,-0.9466
894,3,3,-0.2285,2,-0.9295,3,0.8898,3,0.3812
895,2,2,-0.7543,2,-0.9082,3,0.9224,2,0.7778
896,2,3,-0.6059,3,-0.85,3,0.8294,3,0.5267
897,2,3,-0.6973,2,-0.7586,2,0.9151,2,-0.8872
898,3,4,0.128,3,0.7869,4,0.8555,3,0.2023
899,3,3,0.8271,3,-0.4514,3,0.9756,2,0.1901
900,2,3,0.7783,3,-0.1027,3,0.8898,3,0.933
901,3,3,0.4939,2,-0.9072,3,0.7003,2,-0.9553
902,2,3,-0.4118,2,-0.7096,3,0.9569,2,0.0811
903,4,3,0.93,2,-0.1901,3,0.7466,3,-0.3818
904,2,2,0.34,2,-0.5716,2,0.9509,2,-0.5629
905,2,2,0.8748,2,0.4215,3,0.9864,2,0.3259
906,2,3,0.2023,2,-0.9071,3,0.8884,3,-0.3676
907,5,3,0.9083,3,-0.0772,4,0.9118,3,-0.6876
908,3,3,0.7812,3,-0.6264,3,0.5647,2,-0.9646
909,4,3,0.9766,3,-0.4671,4,0.9558,3,0.8707
910,3,3,0.8442,3,-0.3334,3,0.9876,2,-0.8131
911,4,3,0.9246,3,0.9468,4,0.875,3,0.8621
912,5,3,0.6705,3,0.7717,4,0.9325,3,0.9355
913,3,4,0.9493,3,-0.8548,4,0.891,3,0.7776
914,2,2,-0.2799,2,0.4809,3,0.9612,2,0.7509
915,4,3,0.9169,3,0.836,3,0.836,3,0.9416
916,3,3,0.9136,3,0.1127,4,0.9337,3,0.9379
917,1,2,-0.1687,2,-0.5867,2,0.9021,2,0.4767
918,3,3,0.8173,2,-0.8342,3,0.8151,3,-0.9728
919,2,2,-0.5023,3,0.022,3,0.969,2,0.9272
920,2,3,0.8137,3,-0.5719,3,0.9754,2,0.5859
921,3,3,0.5023,3,-0.6922,3,0.9726,2,0.7052
922,5,3,0.8281,3,-0.8258,3,0.7964,3,0.8442
923,2,2,-0.8458,2,-0.4917,3,0.6209,3,0.5187
924,2,2,0.7205,2,-0.7235,2,0.91,2,0.3903
925,1,3,-0.2688,3,-0.7935,3,0.8735,3,-0.9201
926,2,3,0.8074,3,-0.9468,3,0.8555,3,-0.7402
927,2,2,0.9002,2,-0.1923,3,0.9819,3,0.8515
928,4,3,0.2263,3,-0.9423,3,0.946,2,-0.3818
929,4,3,0.4939,2,-0.9602,3,0.9341,3,0.314
930,4,3,0.9506,3,0.9318,4,0.8442,3,0.4351
931,2,3,0.9253,3,-0.9295,3,0.9709,2,-0.6822
932,1,3,0.9628,2,-0.6661,3,0.8605,3,0.6757
933,2,2,0.6652,2,-0.9233,2,0.9108,2,0.6318
934,1,2,0.8988,2,0.6299,2,0.8789,2,0.4203
935,3,3,0.9581,3,-0.631,3,0.9538,3,0.9178
936,2,3,-0.6124,3,-0.5994,3,0.9343,2,0.9612
937,2,3,0.7243,2,0.8042,3,0.9474,2,-0.6705
938,4,3,0.8254,2,-0.4232,3,0.9581,2,-0.1154
939,4,3,0.6697,3,-0.8183,4,0.9299,3,-0.8485
940,2,2,0.9052,2,-0.3937,3,0.9754,2,-0.8467
941,4,3,0.7579,3,0.8251,4,0.8176,3,0.7269
942,2,3,-0.8499,2,-0.8901,2,0.92,3,0.9866
943,1,3,-0.2739,2,-0.8465,2,0.9888,2,-0.0665
944,3,3,0.8193,3,-0.8976,3,0.886,3,0.2725
945,4,3,0.788,3,0.9442,4,0.9337,3,0.3693
946,2,3,0.6475,3,-0.8632,3,0.9559,2,0.2858
947,4,3,0.6705,3,-0.3057,3,0.4678,3,0.4893
948,2,3,0.9752,3,0.6652,3,0.7845,3,0.7899
949,4,3,0.9485,2,-0.8634,3,0.847,3,-0.9034
950,2,3,0.5632,3,-0.5934,3,0.946,3,-0.0772
951,3,3,0.9154,3,-0.3003,3,0.969,2,-0.6604
952,4,3,0.836,3,-0.7964,3,0.9214,3,0.3744
953,5,3,0.1073,3,-0.1046,4,0.9477,3,0.4204
954,2,3,0.7566,3,0.8463,3,0.6344,2,0.4576
955,3,3,0.9136,3,-0.8314,4,0.9565,2,0.4529
956,3,3,-0.5023,2,-0.795,3,0.9832,2,0.2885
957,3,3,0.8625,3,0.6906,4,0.9501,3,0.941
958,4,3,0.9337,3,-0.1358,3,0.8886,3,0.8977
959,3,4,0.9128,3,0.9386,4,0.836,3,0.5574
960,4,3,0.9509,3,-0.8612,3,0.9734,3,0.4019
961,2,3,0.3709,2,-0.4514,3,0.9637,2,-0.8911
962,2,3,-0.4939,2,-0.7902,3,0.9449,2,0.8591
963,3,3,0.9638,2,0.0527,3,0.9313,2,0.9405
964,3,3,0.7184,3,-0.128,3,0.9423,2,-0.7985
965,4,3,-0.4939,3,-0.0865,3,0.7184,2,-0.9393
966,2,2,0.2242,2,0.6498,3,0.9765,3,0.4019
967,3,3,-0.6264,2,-0.8305,3,0.7637,2,-0.9498
968,2,3,0.9401,3,0.25,4,0.8555,3,0.8294
969,5,3,0.0164,3,0.6765,4,0.9113,3,-0.9403
970,2,2,0.9208,2,-0.7235,2,0.9501,2,-0.5629
971,2,2,0.5176,2,-0.5023,2,0.9782,2,-0.6845
972,4,3,0.8885,3,0.8723,3,0.9819,3,0.9504
973,3,3,0.2382,3,-0.8522,3,0.8591,2,0.0227
974,4,3,0.431,3,0.2357,3,0.9661,3,0.5267
975,2,3,-0.2263,2,-0.5499,3,0.9609,2,0.9169
976,2,3,0.296,3,-0.5267,3,0.9299,2,0.6652
977,6,3,0.8625,3,0.7469,4,0.836,3,0.8793
978,4,2,-0.8465,2,-0.8275,3,0.8537,3,0.801
979,4,3,0.5927,3,0.9011,3,0.9199,3,0.8689
980,3,3,-0.2521,3,-0.6597,3,0.9821,3,0.5902
981,3,2,-0.6249,2,-0.8848,3,0.9024,2,-0.7003
982,2,2,0.7405,2,-0.889,3,0.8099,3,0.9529
983,4,3,0.9141,2,-0.7104,3,0.7834,2,-0.4414
984,3,3,0.9201,3,0.7184,4,0.9052,3,-0.235
985,4,3,0.1531,3,-0.7614,3,0.9279,3,0.9735
986,3,3,0.9531,3,-0.4323,3,0.8176,3,-0.7697
987,2,3,0.9694,3,0.8968,3,0.9794,2,0.3818
988,5,3,0.0164,3,0.2566,3,0.8658,3,0.9565
989,4,4,0.9001,4,0.6897,4,0.9231,3,0.8247
990,3,3,0.5141,3,0.6428,4,0.9231,3,0.8807
991,2,3,-0.5968,2,-0.7427,3,0.9059,2,-0.1004
992,2,2,0.9245,2,-0.9111,3,0.9501,2,-0.8207
993,3,2,0.7876,2,-0.8047,3,0.995,3,0.3709
994,3,4,0.9603,3,0.8042,4,0.9633,3,0.9016
995,1,2,0.6705,2,-0.9459,3,0.9932,2,-0.9321
996,2,3,0.7486,2,-0.298,3,0.8975,2,-0.5555
997,4,3,0.9914,2,-0.5284,3,0.9312,3,0.7845
998,3,3,0.5505,3,-0.6766,3,0.9509,3,0.9286
999,3,3,0.6118,3,-0.3182,3,0.9636,2,0.2023
1000,2,3,0.8788,3,-0.7097,3,0.9312,3,0.5423
1001,3,3,0.765,2,-0.9506,3,0.9408,3,0.1655
1002,2,2,0.6799,2,-0.8912,2,-0.7437,2,-0.34
1003,3,3,-0.0791,3,0.895,3,0.9042,3,-0.441
1004,2,3,0.2815,3,0.4732,3,0.9823,3,0.6808
1005,2,3,0.9231,3,-0.1531,3,-0.4781,3,0.486
1006,3,3,-0.2975,3,0.2238,3,0.9849,2,-0.9177
1007,1,2,-0.7173,2,-0.5574,3,0.8515,2,0.3804
1008,3,3,0.8102,3,0.5584,4,0.9324,3,0.0728
1009,2,3,-0.296,3,-0.1868,3,0.9846,3,0.7269
1010,2,2,-0.4215,2,-0.8863,2,0.5053,2,-0.552
1011,2,3,-0.8446,3,0.8116,3,0.936,3,-0.9241
1012,3,3,0.9343,3,-0.2732,3,0.8834,3,0.4215
1013,3,3,0.9022,3,-0.5951,3,0.9476,3,0.983
1014,2,2,0.5346,2,0.7594,2,0.9595,2,0.3369
1015,3,3,-0.5504,3,-0.8522,3,0.8807,3,0.5451
1016,2,2,-0.9083,2,-0.3493,2,0.8549,2,0.7678
1017,3,2,-0.0772,2,-0.769,3,0.9333,3,-0.6133
1018,3,3,0.5719,2,-0.8522,3,0.9577,3,-0.5499
1019,3,3,-0.4019,3,0.0258,3,0.9557,3,0.6407
1020,4,3,0.8481,3,-0.887,3,0.9413,3,0.6734
1021,2,2,0.9348,2,-0.8573,3,0.9895,2,0.7937
1022,2,3,0.7684,3,-0.9779,3,0.9493,3,0.9674
1023,2,2,0.1128,2,-0.4767,3,0.9746,3,0.0693
1024,1,3,-0.4756,2,-0.4232,3,0.9577,2,-0.8168
1025,4,3,-0.5461,3,-0.296,4,0.891,3,0.2936
1026,3,3,0.2382,3,-0.4045,3,0.9437,3,-0.9264
1027,2,2,0.9671,2,-0.6508,3,0.9712,3,0.8573
1028,4,3,0.5346,3,0.2732,3,0.9719,3,-0.3858
1029,3,3,0.5187,2,-0.875,3,0.9143,2,-0.8224
1030,4,3,0.4378,3,0.8095,4,0.8807,2,0.1655
1031,2,3,0.1027,2,-0.1177,3,0.9126,3,-0.4025
1032,4,3,0.9153,2,-0.7645,3,0.9754,3,0.7845
1033,2,3,0.8917,2,-0.6135,3,0.9687,3,-0.1538
1034,3,3,0.6855,4,0.6808,4,0.8957,3,0.9141
1035,3,3,-0.478,2,0.6112,2,0.2244,2,-0.8785
1036,2,2,0.9559,2,-0.7096,3,0.8442,3,-0.0965
1037,2,3,0.8991,3,-0.9459,3,0.8355,3,0.296
1038,2,3,0.4028,3,-0.5197,3,0.4767,3,0.296
1039,4,4,0.9705,3,0.7713,4,0.9118,3,0.9555
1040,2,3,0.9928,3,-0.8872,3,0.9852,2,-0.8794
1041,2,2,0.6425,2,-0.4497,3,0.9805,2,-0.383
1042,3,3,0.9265,2,0.2242,3,0.9926,3,-0.2151
1043,2,2,0.7211,2,-0.9394,3,0.8925,2,-0.4092
1044,4,3,-0.7545,2,-0.6124,3,0.6561,3,-0.4944
1045,4,3,0.964,3,0.8742,4,0.6705,3,0.9825
1046,3,3,0.3182,3,-0.8677,3,0.8481,3,0.8804
1047,3,3,0.8187,3,-0.2584,3,0.9689,3,0.9425
1048,4,3,0.9598,3,0.3269,3,0.9565,3,0.9144
1049,2,3,0.8917,2,-0.3311,2,0.9838,3,0.5531
1050,3,3,0.296,3,-0.769,3,0.8591,3,0.7096
1051,3,3,0.9284,3,-0.8767,3,0.9606,3,0.5708
1052,2,2,-0.7192,2,-0.7235,3,-0.3283,2,-0.7958
1053,3,3,-0.3618,3,-0.8747,3,0.8039,3,0.7398
1054,3,3,0.875,3,0.128,4,0.8074,3,0.3167
1055,3,2,-0.8924,2,-0.8677,3,0.85,2,-0.9327
1056,3,3,0.4164,2,-0.5994,3,0.9722,2,-0.9407
1057,3,3,0.975,3,0.908,3,0.8979,3,-0.2732
1058,2,3,0.8574,3,-0.8422,3,0.9476,3,0.8442
1059,2,3,0.448,3,-0.8971,3,0.9592,2,0.6475
1060,3,3,0.7498,2,0.8065,3,0.9888,2,-0.5544
1061,2,3,0.2819,2,-0.7235,2,0.9925,2,-0.8898
1062,5,3,0.8047,3,-0.6705,4,0.8689,3,0.8714
1063,4,3,-0.0609,3,-0.6256,3,0.9825,3,-0.4991
1064,4,3,0.9275,3,0.3998,4,0.9451,3,0.9091
1065,3,3,0.9464,2,-0.9531,3,0.0889,3,-0.3406
1066,2,3,-0.7653,2,0.4829,3,0.815,2,0.4726
1067,4,4,0.875,3,0.6597,4,0.91,3,0.564
1068,4,3,0.9319,3,0.9325,4,0.9509,3,0.743
1069,1,2,0.8717,2,-0.1177,3,0.8718,2,-0.8198
1070,3,3,0.8705,3,0.7783,3,0.9647,3,0.9022
1071,3,3,0.5994,3,0.4177,3,0.9849,3,0.0329
1072,4,4,0.8033,3,0.5647,4,0.8442,3,0.8683
1073,5,4,0.9364,3,0.836,3,0.9305,3,0.9793
1074,3,3,0.8524,2,0.8774,3,0.9124,2,0.8688
1075,2,3,-0.4588,2,-0.2144,2,0.7814,2,-0.91
1076,2,3,0.9442,2,-0.769,3,0.9221,3,0.6989
1077,4,4,0.9538,4,0.8902,4,0.743,3,-0.7964
1078,3,2,-0.2151,2,0.6475,3,0.9423,3,-0.7688
1079,3,3,-0.4939,3,-0.0865,3,0.9889,3,0.8801
1080,5,4,0.9169,4,0.8225,4,0.7906,3,0.8458
1081,3,2,0.7783,2,-0.5951,3,0.9761,3,-0.3071
1082,1,3,0.9234,2,-0.9111,3,0.9072,3,-0.9256
1083,4,3,0.9092,3,0.5913,3,0.9528,3,0.9153
1084,3,3,0.4588,3,-0.705,4,0.9531,3,0.8885
1085,2,3,-0.0258,3,-0.8556,3,0.7783,2,-0.8974
1086,5,3,-0.4404,3,-0.7763,3,0.9337,3,0.872
1087,2,3,0.2057,2,0.4988,3,-0.57,2,-0.3265
1088,1,2,0.9591,2,-0.8271,3,0.9625,3,-0.2853
1089,3,3,0.76,3,-0.7545,3,0.9693,3,0.9752
1090,2,3,-0.2178,2,-0.8576,3,0.8895,2,-0.4416
1091,3,3,0.9381,3,0.9038,4,0.9643,3,0.8608
1092,4,3,0.4139,2,-0.9043,4,0.969,3,0.9558
1093,4,4,0.81,4,0.9476,4,0.9001,3,0.908
1094,3,3,0.0211,3,0.1531,3,0.9813,2,0.6672
1095,3,3,-0.0946,3,-0.0525,3,0.9866,3,-0.7589
1096,2,3,-0.7311,3,-0.6258,3,0.2023,3,-0.2144
1097,5,4,0.8559,4,0.9322,4,0.8625,4,0.81
1098,4,3,0.9322,3,-0.3774,3,0.8683,3,0.9475
1099,2,3,0.8206,2,-0.8381,3,0.9387,2,-0.8857
1100,2,2,-0.1882,2,-0.7104,2,0.9239,3,-0.3291
1101,3,3,0.598,3,0.6652,3,0.8945,3,0.9871
1102,2,3,0.612,2,0.0387,3,0.7681,3,0.583
1103,2,3,-0.1106,2,-0.2313,3,0.8834,2,-0.8942
1104,4,3,0.9281,3,0.8829,4,0.9432,3,0.7906
1105,4,3,0.8289,3,-0.4678,3,0.9371,2,0.6542
1106,3,3,0.9768,3,-0.9254,3,0.8999,3,0.9428
1107,6,3,0.882,3,0.9274,3,0.9287,3,0.765
1108,2,3,0.6478,3,-0.8957,3,0.9432,3,0.9318
1109,4,4,0.6908,3,0.8607,3,0.5423,3,0.2184
1110,3,3,-0.9506,2,-0.8789,3,0.8747,3,0.4756
1111,2,3,0.1108,2,-0.8837,3,-0.5247,2,0.4215
1112,2,3,0.9801,3,0.3239,3,0.9837,2,0.7615
1113,4,4,0.872,3,0.9145,4,0.8316,4,0.9022
1114,3,2,-0.4684,2,-0.8209,2,0.7543,2,0.6664
1115,3,3,0.8807,2,0.4357,3,0.2725,2,0.7077
1116,1,3,0.6705,2,0.1879,3,0.9502,2,-0.3721
1117,4,3,0.0772,2,-0.7579,3,0.8687,2,-0.4421
1118,3,2,0.9567,2,-0.769,3,0.9271,3,0.5986
1119,3,3,0.0549,2,0.8246,3,-0.8645,2,0.5267
1120,3,3,0.8641,2,-0.6472,3,0.9325,2,0.7007
1121,3,3,-0.1027,3,-0.0516,3,-0.7964,2,-0.9567
1122,2,3,0.1255,2,0.0613,3,-0.1007,2,0.0772
1123,3,3,-0.5844,3,-0.8809,4,0.7684,3,0.7469
1124,2,2,-0.0657,2,-0.5859,2,0.7321,2,-0.5859
1125,2,3,-0.2812,2,-0.9751,2,0.9705,2,-0.5037
1126,4,3,0.4939,3,-0.853,4,0.9118,3,0.7902
1127,3,3,-0.2966,3,-0.8576,3,0.9391,3,0.2242
1128,2,3,-0.8245,2,-0.9651,3,0.9609,3,-0.4988
1129,3,3,-0.6757,3,-0.7363,3,0.8784,3,0.8957
1130,3,2,0.8589,2,-0.8628,3,0.9425,2,0.7957
1131,3,3,0.3182,2,0.631,3,0.5346,2,0.9186
1132,3,3,0.6462,2,-0.578,3,0.9571,2,0.9559
1133,2,2,-0.6815,2,-0.8961,3,0.9747,2,-0.6124
1134,3,3,0.7003,2,-0.886,3,0.926,2,-0.7717
1135,2,3,0.9568,3,-0.8405,3,0.5565,2,0.9382
1136,2,3,-0.3085,2,-0.6124,3,0.9586,3,-0.3406
1137,2,3,0.2263,2,-0.9253,3,0.986,2,-0.1124
1138,2,2,0.431,2,-0.9231,3,0.6643,2,0.5629
1139,3,3,0.4404,3,0.4393,3,0.9758,3,-0.4623
1140,3,3,0.9618,3,-0.8576,3,0.8689,2,0.9769
1141,4,3,-0.4939,3,-0.8205,3,0.8957,3,-0.9087
1142,3,2,0.1265,2,-0.7545,3,0.968,3,-0.128
1143,3,2,-0.0356,2,-0.7476,3,0.6478,2,0.3182
1144,2,3,0.7671,3,0.25,3,0.882,2,0.6705
1145,3,3,0.9762,2,-0.8519,3,0.9509,3,-0.0074
1146,2,3,0.9109,2,-0.7876,3,0.9382,2,0.9292
1147,3,3,0.7882,2,-0.7359,3,0.9117,2,0.7579
1148,2,2,0.8481,2,0.1238,3,0.9935,3,-0.0395
1149,2,3,0.0,2,-0.8131,3,0.9224,2,-0.8851
1150,4,3,0.7003,3,-0.6137,3,-0.4816,3,0.7783
1151,2,2,-0.5526,2,0.0872,2,0.9418,2,-0.3182
1152,1,2,0.4767,2,-0.7274,3,0.9508,2,-0.497
1153,2,3,-0.2502,2,-0.8632,3,0.735,2,-0.9011
1154,2,3,0.6335,2,-0.9115,3,0.9638,3,-0.2507
1155,4,3,0.5046,3,0.6705,3,0.949,3,0.8506
1156,2,2,0.6211,2,-0.7783,2,0.9324,2,-0.0439
1157,4,3,0.9726,3,0.4331,4,0.8805,3,0.8555
1158,2,2,0.0826,2,-0.8709,2,0.9184,2,-0.9517
1159,6,4,0.8481,3,0.8608,4,0.9477,3,0.959
1160,4,4,0.9736,3,-0.0772,4,0.9349,3,0.8476
1161,3,3,0.6808,3,-0.9111,4,0.9001,3,0.9129
1162,3,3,0.7964,3,0.4855,3,0.9186,2,0.5083
1163,2,3,0.3291,2,-0.9414,3,0.952,2,0.6908
1164,4,3,0.8746,3,0.7003,4,0.9509,3,0.9618
1165,2,2,-0.8641,2,-0.8465,3,0.9365,2,-0.94
1166,4,3,0.836,3,0.296,3,0.8608,3,0.0616
1167,5,3,0.8481,3,0.6369,3,0.958,3,0.9531
1168,3,3,0.978,3,0.6705,3,0.9359,2,0.2732
1169,4,4,0.8338,3,0.802,4,0.7184,3,0.9455
1170,4,4,0.9509,3,-0.5513,3,0.9568,3,0.9531
1171,4,3,0.9392,3,0.9184,4,0.961,3,0.9612
1172,3,3,0.9587,2,-0.4497,3,0.4588,2,-0.34
1173,3,3,0.1894,3,-0.9096,3,0.9022,3,0.5975
1174,2,3,-0.5423,2,-0.9238,3,0.8683,2,0.8415
1175,4,4,0.9876,4,0.9588,4,0.8776,3,0.3818
1176,2,3,0.4767,2,-0.6571,3,0.1901,3,0.6997
1177,4,4,0.9022,4,0.5859,5,0.8689,3,0.9313
1178,2,2,-0.1154,2,-0.2617,3,-0.7682,2,0.9612
1179,2,2,0.2263,2,-0.8385,3,0.9418,2,-0.7382
1180,3,3,-0.9577,3,0.2484,3,0.9527,2,0.6771
1181,3,3,0.1779,3,0.631,3,0.9517,3,0.9571
1182,5,3,0.9696,3,0.7351,4,0.8481,3,0.3506
1183,2,2,0.1253,2,-0.8342,3,0.7729,2,-0.9223
1184,2,3,0.8201,3,-0.7579,3,0.7622,3,-0.1901
1185,2,3,-0.25,3,-0.8979,3,0.8962,2,-0.3182
1186,2,2,0.9192,2,-0.6965,3,0.8779,2,-0.1655
1187,3,3,0.4708,3,-0.7152,3,0.7525,2,0.7615
1188,4,3,0.9325,3,0.8979,4,0.8402,3,0.9103
1189,3,3,0.0772,2,-0.9041,3,0.9781,2,-0.7341
1190,4,3,0.4019,3,-0.3673,3,0.9144,3,0.2846
1191,5,3,0.8735,3,0.7469,4,0.891,3,0.4767
1192,2,2,0.3447,2,0.8757,3,0.99,2,-0.7876
1193,3,3,0.802,3,-0.6672,3,-0.0799,3,-0.3546
1194,3,3,-0.0387,2,-0.8959,3,0.7812,2,-0.4599
1195,1,2,0.5256,2,-0.7235,2,-0.296,2,-0.1655
1196,3,3,-0.8968,2,-0.9325,3,0.5574,2,-0.7343
1197,4,3,0.891,3,-0.7098,3,0.9705,3,0.9645
1198,4,3,0.8608,3,-0.8522,3,0.9702,3,0.7738
1199,2,2,0.9081,2,0.5401,3,0.9153,2,-0.0657
1200,3,3,0.8474,2,-0.9088,3,0.9417,2,0.9142
1201,5,3,0.8519,3,-0.9385,3,0.9337,3,0.0129
1202,2,3,-0.6943,2,-0.9043,3,0.9427,2,0.9292
1203,3,3,-0.3071,2,-0.7657,3,0.7845,2,-0.5157
1204,2,2,0.4576,2,-0.4497,3,0.9521,2,0.2739
1205,3,3,0.7414,2,-0.7542,3,0.9169,3,-0.6486
1206,4,3,0.5016,3,0.7845,3,0.8768,2,0.8917
1207,5,4,0.872,4,0.8438,4,0.9081,3,0.7647
1208,4,3,0.8458,3,0.8042,4,0.8271,3,0.8151
1209,4,3,0.8977,3,0.8844,4,0.9442,3,0.8074
1210,2,3,0.8607,3,0.9116,3,0.4588,2,-0.5038
1211,4,3,0.9705,3,-0.5432,3,0.9702,3,0.9455
1212,4,4,0.9697,3,0.4215,4,0.9186,3,0.2992
1213,3,4,0.9455,3,-0.0938,4,0.5719,3,0.9397
1214,3,3,0.4588,3,-0.8723,3,0.6705,3,0.7391
1215,2,3,0.743,3,-0.6808,3,0.9895,2,0.8047
1216,2,2,-0.2407,2,-0.8375,3,0.9657,2,-0.6124
1217,5,3,0.8591,3,0.5809,4,0.9042,3,-0.7145
1218,4,3,0.9763,3,-0.4767,3,0.9543,3,-0.6545
1219,3,2,0.5684,2,-0.7876,3,0.9775,2,0.4393
1220,3,3,-0.2846,3,-0.8321,3,0.7351,3,0.4809
1221,4,3,0.9559,3,-0.8136,3,0.9221,3,-0.7952
1222,5,3,0.3048,3,-0.7722,4,0.8779,3,0.1263
1223,3,3,0.5927,3,0.1027,3,0.9835,3,0.8248
1224,3,4,0.926,3,0.0772,3,0.926,3,-0.4939
1225,3,3,0.9578,3,0.669,4,0.9441,3,0.9337
1226,2,3,0.0882,2,-0.8606,3,0.9304,3,-0.0129
1227,4,3,0.9509,3,0.87,4,0.9313,3,-0.8958
1228,4,2,-0.3818,2,-0.1531,3,0.9887,2,0.6359
1229,4,3,0.6297,2,-0.9529,3,0.8171,3,-0.289
1230,4,3,0.0992,3,0.455,3,0.9745,2,-0.7906
1231,2,2,-0.296,2,0.6486,2,0.9659,2,-0.1531
1232,1,2,0.3597,2,0.5078,3,0.9629,2,0.9571
1233,3,3,0.8519,3,0.1508,3,0.8316,2,-0.3506
1234,2,2,0.4821,2,-0.4782,2,0.8923,3,-0.3069
1235,2,2,-0.4109,2,-0.4782,3,0.7947,2,-0.3291
1236,3,3,0.3919,2,-0.6817,3,0.9865,2,-0.9261
1237,3,3,0.9003,3,-0.0994,3,0.9895,2,-0.6558
1238,4,3,-0.2846,3,-0.3657,4,0.891,3,0.5574
1239,5,3,0.6097,3,0.2374,4,0.9413,3,0.6877
1240,3,3,0.1655,3,-0.9126,3,0.9266,2,0.5091
1241,1,2,0.1655,2,-0.2514,3,0.9847,2,-0.7469
1242,3,3,-0.3612,3,-0.4678,3,0.8399,3,-0.7195
1243,2,3,0.7003,3,-0.7235,3,0.9782,3,-0.8986
1244,3,3,0.875,3,0.2944,3,0.9638,3,0.2213
1245,3,3,0.9538,3,0.8519,3,0.9467,3,-0.2462
1246,2,3,0.1648,3,-0.6878,3,0.9897,3,-0.7464
1247,3,3,0.9001,3,0.9078,4,0.7964,3,0.1397
1248,4,4,0.928,3,0.1646,4,0.9628,3,0.9568
1249,1,2,-0.3612,2,-0.6969,3,0.9811,2,0.8898
1250,4,3,0.7717,3,0.9177,4,0.9493,3,0.8225
1251,2,2,0.6163,2,-0.9409,3,0.9463,2,-0.9407
1252,3,3,0.0772,3,-0.6124,3,0.9359,2,0.9001
1253,2,3,0.5647,2,-0.8342,3,0.8151,2,0.872
1254,4,3,0.7184,3,0.2263,3,0.9386,3,0.3716
1255,1,3,-0.5023,3,-0.6908,3,0.6124,3,0.1761
1256,4,3,0.8402,3,-0.9085,3,0.9274,3,0.9081
1257,2,3,0.3377,2,-0.7156,3,0.9523,2,0.785
1258,2,3,-0.3498,3,-0.5513,3,0.875,3,-0.0119
1259,3,3,0.936,3,0.7906,4,0.9042,3,0.9231
1260,3,3,0.4993,2,0.1879,3,0.9813,3,0.8934
1261,2,2,-0.5023,2,0.6407,3,0.846,2,-0.0015
1262,2,2,-0.3343,2,-0.964,2,0.431,2,0.128
1263,4,4,0.985,3,-0.5102,3,0.8316,2,-0.8336
